TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
TXN0019629,2025-06-06,Shampoo,Beauty & Personal Care,East,Offline,1,1540.5,1540.5,Credit Card,CUST05702
TXN0035010,2025-06-06,Tablet,Electronics,East,Online,2,43317.26,86634.52,UPI,CUST01622
TXN0011607,2025-06-06,Laptop,Electronics,South,Online,3,30188.48,90565.44,Cash,CUST03626
TXN0000639,2025-06-06,Wheat Flour 5kg,Groceries,West,Offline,3,770.42,2311.26,Credit Card,CUST00143
TXN0014023,2025-06-06,Smartwatch,Electronics,East,Offline,2,29161.91,58323.82,Net Banking,CUST10297
TXN0039317,2025-06-06,Headphones,Electronics,North,Offline,2,7118.31,14236.62,Cash,CUST03729
TXN0029819,2025-06-06,Non-stick Pan,Home & Kitchen,West,Offline,2,7893.86,15787.72,UPI,CUST03918
TXN0015482,2025-06-06,Face Wash,Beauty & Personal Care,East,Online,1,1186.79,1186.79,Credit Card,CUST08986
TXN0046632,2025-06-06,Formal Shirt,Clothing,East,Online,1,3202.52,3202.52,UPI,CUST10911
TXN0021179,2025-06-06,Spices Pack,Groceries,West,Offline,4,499.76,1999.04,Credit Card,CUST11426
TXN0007944,2025-06-06,Pressure Cooker,Home & Kitchen,North,Offline,2,5567.12,11134.24,UPI,CUST02936
TXN0000116,2025-06-06,Lipstick,Beauty & Personal Care,South,Offline,4,1599.43,6397.72,UPI,CUST04842
TXN0040287,2025-06-06,Headphones,Electronics,South,Offline,2,2981.28,5962.56,Credit Card,CUST00038
TXN0007475,2025-06-06,Bluetooth Speaker,Electronics,South,Offline,1,58912.01,58912.01,Credit Card,CUST02441
TXN0014658,2025-06-06,Water Bottle,Home & Kitchen,East,Online,1,4375.82,4375.82,Credit Card,CUST02518
TXN0014901,2025-06-06,Mixer Grinder,Home & Kitchen,North,Online,1,2481.85,2481.85,UPI,CUST01293
TXN0026235,2025-06-06,T-Shirt,Clothing,East,Offline,4,1956.42,7825.68,UPI,CUST10142
TXN0036098,2025-06-06,Bedsheet Set,Home & Kitchen,North,Online,1,7676.93,7676.93,Net Banking,CUST03094
TXN0012801,2025-06-06,Bedsheet Set,Home & Kitchen,North,Online,3,4001.01,12003.03,Credit Card,CUST04519
TXN0003795,2025-06-06,Pressure Cooker,Home & Kitchen,East,Offline,2,6491.92,12983.84,Credit Card,CUST10265
TXN0038064,2025-06-06,Sugar 1kg,Groceries,South,Offline,2,270.44,540.88,UPI,CUST02298
TXN0030378,2025-06-06,Sugar 1kg,Groceries,South,Online,1,594.66,594.66,Net Banking,CUST08241
TXN0020964,2025-06-06,T-Shirt,Clothing,East,Online,2,1906.14,3812.28,Credit Card,CUST02957
TXN0038270,2025-06-06,Pen Set,Books & Stationery,West,Online,2,1024.45,2048.9,UPI,CUST11017
TXN0027677,2025-06-06,Cooking Oil 1L,Groceries,South,Offline,4,226.63,906.52,UPI,CUST07667
TXN0007203,2025-06-06,Tea Powder,Groceries,South,Offline,1,106.55,106.55,Cash,CUST09616
TXN0017221,2025-06-06,Laptop,Electronics,North,Online,1,51238.86,51238.86,UPI,CUST10366
TXN0020057,2025-06-06,Lotion,Beauty & Personal Care,North,Offline,3,134.93,404.79,Credit Card,CUST03058
TXN0018223,2025-06-06,Sweater,Clothing,East,Offline,3,2876.02,8628.06,Credit Card,CUST00227
TXN0045709,2025-06-06,Coffee Jar,Groceries,West,Online,1,791.5,791.5,Credit Card,CUST06902
TXN0045717,2025-06-06,Backpack,Books & Stationery,South,Online,1,434.77,434.77,UPI,CUST05821
TXN0029587,2025-06-06,Spices Pack,Groceries,West,Online,3,691.22,2073.66,UPI,CUST06657
TXN0010074,2025-06-06,Face Wash,Beauty & Personal Care,West,Online,5,1843.46,9217.3,UPI,CUST00385
TXN0024186,2025-06-06,Dress,Clothing,South,Online,2,1814.15,3628.3,UPI,CUST03695
TXN0014128,2025-06-06,Headphones,Electronics,East,Online,3,56218.78,168656.34,Net Banking,CUST08230
TXN0031551,2025-06-07,Vacuum Cleaner,Home & Kitchen,North,Offline,1,5122.53,5122.53,Credit Card,CUST05526
TXN0030885,2025-06-07,T-Shirt,Clothing,North,Online,5,2496.48,12482.4,UPI,CUST00065
TXN0009448,2025-06-07,Power Bank,Electronics,West,Online,1,35875.56,35875.56,UPI,CUST02836
TXN0009646,2025-06-07,Mixer Grinder,Home & Kitchen,South,Online,2,4383.11,8766.22,Cash,CUST08224
TXN0031258,2025-06-07,Yoga Mat,Sports & Fitness,East,Online,3,3534.22,10602.66,Credit Card,CUST08819
TXN0040981,2025-06-07,Dumbbell Set,Sports & Fitness,South,Offline,3,3619.38,10858.14,UPI,CUST11812
TXN0049880,2025-06-07,Running Shoes,Sports & Fitness,East,Offline,3,4095.28,12285.84,UPI,CUST02111
TXN0012028,2025-06-07,T-Shirt,Clothing,North,Offline,1,1316.97,1316.97,UPI,CUST00885
TXN0030063,2025-06-07,Face Wash,Beauty & Personal Care,North,Offline,3,785.71,2357.13,Credit Card,CUST05763
TXN0027601,2025-06-07,Shampoo,Beauty & Personal Care,South,Offline,1,240.8,240.8,UPI,CUST01628
TXN0034364,2025-06-07,Pen Set,Books & Stationery,North,Offline,1,1064.06,1064.06,Cash,CUST04618
TXN0023204,2025-06-07,Laptop,Electronics,East,Offline,1,56201.61,56201.61,Credit Card,CUST08590
TXN0049979,2025-06-07,Non-stick Pan,Home & Kitchen,North,Online,2,3498.1,6996.2,UPI,CUST11580
TXN0012917,2025-06-07,Bluetooth Speaker,Electronics,West,Online,2,20071.74,40143.48,UPI,CUST05912
TXN0045801,2025-06-07,Vacuum Cleaner,Home & Kitchen,South,Online,1,6181.32,6181.32,UPI,CUST07584
TXN0012067,2025-06-07,Lotion,Beauty & Personal Care,West,Online,1,2374.2,2374.2,UPI,CUST01727
TXN0022840,2025-06-07,Formal Shirt,Clothing,West,Online,3,1814.45,5443.35,Cash,CUST07952
TXN0015513,2025-06-07,Non-stick Pan,Home & Kitchen,South,Offline,1,4017.02,4017.02,Net Banking,CUST09179
TXN0002659,2025-06-07,Cooking Oil 1L,Groceries,South,Offline,1,636.14,636.14,Cash,CUST09897
TXN0043310,2025-06-07,Sunscreen,Beauty & Personal Care,North,Online,2,1999.19,3998.38,Credit Card,CUST05815
TXN0003430,2025-06-07,T-Shirt,Clothing,South,Offline,1,1304.98,1304.98,UPI,CUST10451
TXN0037932,2025-06-07,Lipstick,Beauty & Personal Care,South,Online,2,1150.28,2300.56,Cash,CUST00883
TXN0027321,2025-06-07,Sunscreen,Beauty & Personal Care,East,Online,1,1445.52,1445.52,UPI,CUST06605
TXN0047699,2025-06-07,Mixer Grinder,Home & Kitchen,West,Online,1,6745.8,6745.8,UPI,CUST05357
TXN0041372,2025-06-07,Headphones,Electronics,South,Online,2,25588.22,51176.44,UPI,CUST01988
TXN0006379,2025-06-07,Dress,Clothing,East,Online,1,3761.35,3761.35,Credit Card,CUST07834
TXN0026683,2025-06-07,Bedsheet Set,Home & Kitchen,West,Offline,1,5908.22,5908.22,Credit Card,CUST05892
TXN0043186,2025-06-07,Sugar 1kg,Groceries,South,Offline,2,153.58,307.16,Credit Card,CUST09997
TXN0013112,2025-06-07,Spices Pack,Groceries,South,Offline,3,550.59,1651.77,UPI,CUST08507
TXN0029755,2025-06-07,Jeans,Clothing,East,Online,1,1074.03,1074.03,UPI,CUST00552
TXN0037704,2025-06-07,Bedsheet Set,Home & Kitchen,West,Online,1,3805.43,3805.43,Credit Card,CUST09213
TXN0012374,2025-06-07,Power Bank,Electronics,West,Offline,1,11120.39,11120.39,Credit Card,CUST00883
TXN0049253,2025-06-07,Novel,Books & Stationery,East,Online,5,1020.05,5100.25,UPI,CUST02201
TXN0006594,2025-06-07,Bluetooth Speaker,Electronics,East,Online,2,21909.8,43819.6,UPI,CUST09117
TXN0013279,2025-06-07,Smartwatch,Electronics,West,Offline,1,42944.66,42944.66,Credit Card,CUST06075
TXN0028583,2025-06-07,Power Bank,Electronics,North,Online,2,29896.94,59793.88,Credit Card,CUST05808
TXN0017136,2025-06-07,Football,Sports & Fitness,North,Online,2,4626.22,9252.44,UPI,CUST09421
TXN0004413,2025-06-07,Sweater,Clothing,South,Online,3,3420.21,10260.63,Credit Card,CUST08472
TXN0044446,2025-06-07,Cycling Helmet,Sports & Fitness,South,Offline,1,5357.15,5357.15,Credit Card,CUST04880
TXN0048369,2025-06-07,Formal Shirt,Clothing,South,Online,1,2101.36,2101.36,Net Banking,CUST05801
TXN0005843,2025-06-07,Water Bottle,Home & Kitchen,North,Online,1,1873.23,1873.23,Credit Card,CUST09379
TXN0009611,2025-06-07,Football,Sports & Fitness,West,Online,3,4911.55,14734.65,Net Banking,CUST00540
TXN0022906,2025-06-07,Headphones,Electronics,North,Offline,3,32532.62,97597.86,Net Banking,CUST03173
TXN0000169,2025-06-07,Lotion,Beauty & Personal Care,East,Online,3,1523.87,4571.61,Cash,CUST11149
TXN0026625,2025-06-08,Tablet,Electronics,North,Online,2,858.61,1717.22,Cash,CUST05869
TXN0001528,2025-06-08,Pen Set,Books & Stationery,East,Offline,1,220.48,220.48,Net Banking,CUST00630
TXN0009404,2025-06-08,Vacuum Cleaner,Home & Kitchen,South,Online,2,4701.61,9403.22,UPI,CUST04608
TXN0011137,2025-06-08,Pressure Cooker,Home & Kitchen,South,Online,1,7470.72,7470.72,Cash,CUST08106
TXN0045013,2025-06-08,Jacket,Clothing,South,Online,2,1739.86,3479.72,Cash,CUST00549
TXN0041803,2025-06-08,Perfume,Beauty & Personal Care,South,Online,1,522.42,522.42,UPI,CUST05128
TXN0042974,2025-06-08,Coffee Jar,Groceries,North,Online,2,847.86,1695.72,Credit Card,CUST08453
TXN0047641,2025-06-08,Mixer Grinder,Home & Kitchen,West,Online,5,1396.99,6984.95,Credit Card,CUST06437
TXN0046353,2025-06-08,Perfume,Beauty & Personal Care,North,Online,2,1685.42,3370.84,Cash,CUST10179
TXN0003533,2025-06-08,Jeans,Clothing,East,Online,1,3186.86,3186.86,UPI,CUST09245
TXN0038934,2025-06-08,Bluetooth Speaker,Electronics,North,Offline,1,36604.47,36604.47,Cash,CUST05553
TXN0009045,2025-06-08,Running Shoes,Sports & Fitness,East,Online,4,4861.68,19446.72,Credit Card,CUST11639
TXN0020110,2025-06-08,Novel,Books & Stationery,West,Offline,3,409.29,1227.87,Cash,CUST00421
TXN0014583,2025-06-08,Smartwatch,Electronics,North,Online,1,38501.14,38501.14,Credit Card,CUST03658
TXN0039965,2025-06-08,Dress,Clothing,South,Online,3,2866.07,8598.21,Credit Card,CUST11807
TXN0033546,2025-06-08,Notebook Pack,Books & Stationery,East,Offline,1,163.46,163.46,Cash,CUST10367
TXN0017264,2025-06-08,Bedsheet Set,Home & Kitchen,West,Offline,1,4036.27,4036.27,Net Banking,CUST00237
TXN0000382,2025-06-08,Face Wash,Beauty & Personal Care,North,Online,1,1257.43,1257.43,Cash,CUST01856
TXN0038196,2025-06-08,Tablet,Electronics,East,Online,1,18330.22,18330.22,UPI,CUST03228
TXN0018173,2025-06-08,Sunscreen,Beauty & Personal Care,West,Online,1,628.08,628.08,UPI,CUST08207
TXN0002261,2025-06-08,Wheat Flour 5kg,Groceries,North,Online,1,594.62,594.62,Credit Card,CUST10508
TXN0013087,2025-06-08,Vacuum Cleaner,Home & Kitchen,West,Offline,1,7802.7,7802.7,Credit Card,CUST00453
TXN0014024,2025-06-08,Lipstick,Beauty & Personal Care,North,Offline,3,1562.53,4687.59,UPI,CUST00310
TXN0021193,2025-06-08,T-Shirt,Clothing,West,Online,2,384.0,768.0,Cash,CUST01379
TXN0009338,2025-06-08,Dress,Clothing,East,Online,2,506.75,1013.5,Cash,CUST11593
TXN0018894,2025-06-08,Sugar 1kg,Groceries,East,Offline,1,762.56,762.56,Cash,CUST03290
TXN0014614,2025-06-08,Power Bank,Electronics,West,Offline,5,52904.88,264524.4,UPI,CUST00107
TXN0002239,2025-06-08,Lipstick,Beauty & Personal Care,East,Offline,1,1639.57,1639.57,UPI,CUST08977
TXN0025884,2025-06-08,Sugar 1kg,Groceries,East,Online,3,213.12,639.36,Cash,CUST09058
TXN0019685,2025-06-08,Jeans,Clothing,South,Online,2,1592.6,3185.2,Credit Card,CUST07918
TXN0040123,2025-06-08,Bluetooth Speaker,Electronics,West,Offline,2,43267.18,86534.36,UPI,CUST08345
TXN0035008,2025-06-08,Water Bottle,Home & Kitchen,South,Offline,4,7518.93,30075.72,UPI,CUST03448
TXN0029329,2025-06-08,Non-stick Pan,Home & Kitchen,East,Online,1,476.67,476.67,UPI,CUST06644
TXN0034858,2025-06-08,Sketchbook,Books & Stationery,East,Online,1,1052.53,1052.53,Credit Card,CUST03915
TXN0043843,2025-06-08,Wheat Flour 5kg,Groceries,North,Offline,5,794.65,3973.25,UPI,CUST03211
TXN0048136,2025-06-08,Tea Powder,Groceries,North,Offline,1,432.36,432.36,Credit Card,CUST05811
TXN0026293,2025-06-08,Tablet,Electronics,South,Online,4,4408.88,17635.52,Cash,CUST06044
TXN0028647,2025-06-08,Running Shoes,Sports & Fitness,East,Online,3,3286.89,9860.67,Credit Card,CUST07039
TXN0007376,2025-06-08,Laptop,Electronics,South,Online,3,46946.45,140839.35,UPI,CUST11206
TXN0037538,2025-06-08,Sketchbook,Books & Stationery,North,Online,2,887.92,1775.84,UPI,CUST10025
TXN0046193,2025-06-08,Running Shoes,Sports & Fitness,East,Offline,1,1251.86,1251.86,Credit Card,CUST09561
TXN0003191,2025-06-08,Smartwatch,Electronics,East,Offline,3,17344.81,52034.43,Credit Card,CUST02087
TXN0013242,2025-06-08,Face Wash,Beauty & Personal Care,South,Offline,1,741.27,741.27,UPI,CUST11771
TXN0009213,2025-06-08,Bedsheet Set,Home & Kitchen,North,Online,1,7144.22,7144.22,Cash,CUST09711
TXN0006419,2025-06-08,Sketchbook,Books & Stationery,West,Online,1,1176.55,1176.55,Cash,CUST06094
TXN0013008,2025-06-08,Rice 5kg,Groceries,North,Online,1,854.26,854.26,Cash,CUST08681
TXN0001911,2025-06-08,Cooking Oil 1L,Groceries,East,Offline,2,684.73,1369.46,Credit Card,CUST10596
TXN0017976,2025-06-08,T-Shirt,Clothing,East,Online,1,1883.39,1883.39,Cash,CUST06491
TXN0003163,2025-06-08,Tea Powder,Groceries,South,Online,2,789.8,1579.6,Credit Card,CUST06100
TXN0003970,2025-06-08,Non-stick Pan,Home & Kitchen,North,Online,2,3233.38,6466.76,Net Banking,CUST09444
TXN0028984,2025-06-08,Running Shoes,Sports & Fitness,East,Offline,1,4613.11,4613.11,Credit Card,CUST04293
TXN0035856,2025-06-08,Sketchbook,Books & Stationery,North,Offline,1,598.83,598.83,Net Banking,CUST06002
TXN0002196,2025-06-09,Sweater,Clothing,South,Offline,1,2499.84,2499.84,Net Banking,CUST06336
TXN0005184,2025-06-09,Cooking Oil 1L,Groceries,East,Offline,1,514.52,514.52,UPI,CUST01316
TXN0011389,2025-06-09,Power Bank,Electronics,South,Online,2,18253.32,36506.64,UPI,CUST07286
TXN0026390,2025-06-09,Headphones,Electronics,West,Offline,1,57349.63,57349.63,Credit Card,CUST10181
TXN0001131,2025-06-09,Tablet,Electronics,West,Offline,2,1555.18,3110.36,UPI,CUST00840
TXN0047426,2025-06-09,Face Wash,Beauty & Personal Care,West,Online,1,1511.19,1511.19,Credit Card,CUST10854
TXN0025486,2025-06-09,Non-stick Pan,Home & Kitchen,North,Offline,1,6204.68,6204.68,Cash,CUST01215
TXN0012780,2025-06-09,Smartwatch,Electronics,West,Online,3,13961.02,41883.06,Credit Card,CUST10809
TXN0019968,2025-06-09,Formal Shirt,Clothing,North,Offline,1,558.46,558.46,Credit Card,CUST10210
TXN0038415,2025-06-09,Running Shoes,Sports & Fitness,West,Online,4,5288.37,21153.48,Credit Card,CUST07758
TXN0047941,2025-06-09,Yoga Mat,Sports & Fitness,North,Offline,2,4238.65,8477.3,Credit Card,CUST02090
TXN0028524,2025-06-09,Power Bank,Electronics,East,Offline,1,27314.0,27314.0,UPI,CUST11743
TXN0019491,2025-06-09,Face Wash,Beauty & Personal Care,South,Offline,1,435.59,435.59,Cash,CUST10091
TXN0012749,2025-06-09,Bluetooth Speaker,Electronics,North,Online,1,46717.8,46717.8,UPI,CUST00001
TXN0004585,2025-06-09,Rice 5kg,Groceries,East,Offline,1,750.11,750.11,UPI,CUST04120
TXN0045734,2025-06-09,Spices Pack,Groceries,South,Online,3,732.12,2196.36,Cash,CUST06523
TXN0042021,2025-06-09,Formal Shirt,Clothing,North,Online,4,1132.99,4531.96,Net Banking,CUST03572
TXN0002040,2025-06-09,Jeans,Clothing,West,Online,1,3380.3,3380.3,Cash,CUST05421
TXN0015947,2025-06-09,Face Wash,Beauty & Personal Care,West,Offline,1,599.21,599.21,Credit Card,CUST04294
TXN0039348,2025-06-09,Sneakers,Clothing,South,Offline,3,1695.41,5086.23,Cash,CUST06756
TXN0026316,2025-06-09,Novel,Books & Stationery,South,Offline,4,42.44,169.76,UPI,CUST00548
TXN0003401,2025-06-09,Lipstick,Beauty & Personal Care,East,Online,3,1557.67,4673.01,Credit Card,CUST06327
TXN0037275,2025-06-09,Lotion,Beauty & Personal Care,West,Online,1,839.74,839.74,UPI,CUST05579
TXN0004087,2025-06-09,Sneakers,Clothing,West,Online,2,1003.76,2007.52,Cash,CUST06173
TXN0000491,2025-06-09,Dumbbell Set,Sports & Fitness,West,Online,5,3504.48,17522.4,UPI,CUST09678
TXN0010090,2025-06-09,Face Wash,Beauty & Personal Care,South,Online,2,1001.11,2002.22,Net Banking,CUST00734
TXN0046526,2025-06-09,Running Shoes,Sports & Fitness,South,Offline,1,5547.59,5547.59,UPI,CUST05088
TXN0013811,2025-06-09,Water Bottle,Home & Kitchen,North,Online,1,4787.99,4787.99,UPI,CUST09295
TXN0032688,2025-06-09,Non-stick Pan,Home & Kitchen,East,Online,1,6900.31,6900.31,UPI,CUST08690
TXN0031685,2025-06-09,Dress,Clothing,West,Online,1,2603.64,2603.64,Net Banking,CUST10815
TXN0030116,2025-06-09,Lotion,Beauty & Personal Care,North,Offline,2,564.54,1129.08,Credit Card,CUST03613
TXN0036118,2025-06-09,Spices Pack,Groceries,North,Online,2,772.81,1545.62,Net Banking,CUST01862
TXN0003422,2025-06-09,Mixer Grinder,Home & Kitchen,North,Online,3,4902.89,14708.67,UPI,CUST02585
TXN0025560,2025-06-09,Running Shoes,Sports & Fitness,South,Online,1,4578.77,4578.77,Credit Card,CUST02672
TXN0048951,2025-06-09,Cooking Oil 1L,Groceries,North,Offline,5,325.31,1626.55,UPI,CUST11606
TXN0047454,2025-06-09,Smartwatch,Electronics,North,Online,2,38179.82,76359.64,Credit Card,CUST05291
TXN0018932,2025-06-09,Tea Powder,Groceries,North,Online,3,251.33,753.99,Net Banking,CUST06018
TXN0007640,2025-06-09,Coffee Jar,Groceries,West,Online,1,669.09,669.09,UPI,CUST03315
TXN0043559,2025-06-09,Yoga Mat,Sports & Fitness,South,Online,1,1847.66,1847.66,UPI,CUST01145
TXN0046885,2025-06-09,Tea Powder,Groceries,North,Online,1,856.54,856.54,Credit Card,CUST08617
TXN0045074,2025-06-09,Tablet,Electronics,South,Online,2,51742.61,103485.22,Credit Card,CUST00750
TXN0031104,2025-06-09,Vacuum Cleaner,Home & Kitchen,South,Online,1,6916.55,6916.55,UPI,CUST02644
TXN0035053,2025-06-09,Bluetooth Speaker,Electronics,West,Online,3,13163.65,39490.95,Credit Card,CUST06775
TXN0000222,2025-06-09,Spices Pack,Groceries,South,Online,1,496.68,496.68,UPI,CUST09957
TXN0001560,2025-06-09,Bedsheet Set,Home & Kitchen,South,Online,1,802.59,802.59,Net Banking,CUST01360
TXN0035155,2025-06-09,Cycling Helmet,Sports & Fitness,South,Offline,1,1588.05,1588.05,Credit Card,CUST07457
TXN0038380,2025-06-09,Jacket,Clothing,North,Online,1,1488.05,1488.05,UPI,CUST06123
TXN0002676,2025-06-09,Power Bank,Electronics,East,Online,1,49672.7,49672.7,UPI,CUST11392
TXN0036973,2025-06-09,Tea Powder,Groceries,North,Online,1,516.29,516.29,UPI,CUST06247
TXN0016792,2025-06-10,Sunscreen,Beauty & Personal Care,West,Online,1,1227.72,1227.72,UPI,CUST08202
TXN0042190,2025-06-10,Smartwatch,Electronics,East,Online,1,14547.2,14547.2,Cash,CUST09341
TXN0009727,2025-06-10,Jeans,Clothing,South,Offline,1,3885.96,3885.96,Cash,CUST10445
TXN0001682,2025-06-10,Face Wash,Beauty & Personal Care,West,Online,1,859.62,859.62,UPI,CUST06370
TXN0018990,2025-06-10,Dress,Clothing,North,Offline,3,892.72,2678.16,Net Banking,CUST02079
TXN0041289,2025-06-10,Face Wash,Beauty & Personal Care,East,Online,3,415.37,1246.11,Cash,CUST10161
TXN0007459,2025-06-10,Bluetooth Speaker,Electronics,East,Online,1,7622.34,7622.34,Cash,CUST10142
TXN0024833,2025-06-10,Wheat Flour 5kg,Groceries,West,Online,2,761.86,1523.72,Credit Card,CUST02233
TXN0025893,2025-06-10,Smartwatch,Electronics,East,Online,1,6292.54,6292.54,Credit Card,CUST01447
TXN0000133,2025-06-10,Tea Powder,Groceries,East,Offline,3,105.55,316.65,Cash,CUST06641
TXN0033609,2025-06-10,Mixer Grinder,Home & Kitchen,West,Online,2,5150.69,10301.38,Net Banking,CUST00408
TXN0031893,2025-06-10,Spices Pack,Groceries,North,Offline,1,358.14,358.14,Net Banking,CUST10779
TXN0036236,2025-06-10,Pressure Cooker,Home & Kitchen,South,Online,1,4262.66,4262.66,Net Banking,CUST01017
TXN0011814,2025-06-10,Coffee Jar,Groceries,North,Online,2,517.17,1034.34,Credit Card,CUST11692
TXN0010069,2025-06-10,Running Shoes,Sports & Fitness,West,Online,5,4441.9,22209.5,Credit Card,CUST10926
TXN0037195,2025-06-10,T-Shirt,Clothing,West,Online,1,2895.21,2895.21,Net Banking,CUST00971
TXN0033178,2025-06-10,Power Bank,Electronics,East,Offline,3,57164.36,171493.08,UPI,CUST03144
TXN0016423,2025-06-10,Spices Pack,Groceries,South,Online,3,770.64,2311.92,UPI,CUST09606
TXN0047375,2025-06-10,Vacuum Cleaner,Home & Kitchen,East,Online,2,3636.2,7272.4,Cash,CUST11544
TXN0038656,2025-06-10,Formal Shirt,Clothing,North,Offline,2,983.76,1967.52,Net Banking,CUST00061
TXN0038331,2025-06-10,Headphones,Electronics,East,Online,1,6110.47,6110.47,Credit Card,CUST11494
TXN0004342,2025-06-10,Cooking Oil 1L,Groceries,West,Offline,1,189.69,189.69,UPI,CUST10399
TXN0014958,2025-06-10,Headphones,Electronics,South,Online,1,10744.36,10744.36,Credit Card,CUST03345
TXN0034743,2025-06-10,Sweater,Clothing,West,Online,3,3339.88,10019.64,Net Banking,CUST02278
TXN0001469,2025-06-10,Power Bank,Electronics,East,Online,1,50429.6,50429.6,UPI,CUST10160
TXN0032406,2025-06-10,Jacket,Clothing,East,Online,2,771.0,1542.0,Credit Card,CUST10536
TXN0036294,2025-06-10,Wheat Flour 5kg,Groceries,South,Online,1,650.94,650.94,UPI,CUST08809
TXN0004759,2025-06-10,Bedsheet Set,Home & Kitchen,East,Offline,2,7444.61,14889.22,Credit Card,CUST06672
TXN0000160,2025-06-10,Lotion,Beauty & Personal Care,South,Online,5,545.1,2725.5,Net Banking,CUST03225
TXN0019306,2025-06-10,Bedsheet Set,Home & Kitchen,South,Online,2,1940.98,3881.96,Cash,CUST07221
TXN0026396,2025-06-10,Smartwatch,Electronics,North,Offline,1,5937.76,5937.76,Cash,CUST11399
TXN0048406,2025-06-10,Jacket,Clothing,North,Offline,2,3824.27,7648.54,Cash,CUST10969
TXN0046500,2025-06-10,Mixer Grinder,Home & Kitchen,West,Offline,2,5288.8,10577.6,UPI,CUST02789
TXN0006971,2025-06-10,Lipstick,Beauty & Personal Care,South,Online,1,936.49,936.49,UPI,CUST05369
TXN0024560,2025-06-10,Spices Pack,Groceries,East,Online,2,416.83,833.66,Net Banking,CUST10727
TXN0026515,2025-06-10,T-Shirt,Clothing,North,Online,1,706.69,706.69,Credit Card,CUST10299
TXN0038401,2025-06-10,Sugar 1kg,Groceries,North,Offline,2,465.85,931.7,Credit Card,CUST03024
TXN0001143,2025-06-10,Sneakers,Clothing,East,Online,1,3204.34,3204.34,Credit Card,CUST04831
TXN0016417,2025-06-10,Tablet,Electronics,East,Offline,2,27651.02,55302.04,UPI,CUST06425
TXN0037107,2025-06-10,Rice 5kg,Groceries,North,Online,2,594.86,1189.72,Credit Card,CUST10952
TXN0042516,2025-06-10,Smartwatch,Electronics,South,Offline,2,45875.77,91751.54,UPI,CUST08688
TXN0001087,2025-06-10,Non-stick Pan,Home & Kitchen,East,Online,2,2402.65,4805.3,Cash,CUST10565
TXN0023649,2025-06-10,Pressure Cooker,Home & Kitchen,North,Online,1,3687.92,3687.92,UPI,CUST00384
TXN0007767,2025-06-10,Spices Pack,Groceries,West,Online,1,345.39,345.39,Credit Card,CUST03874
TXN0006739,2025-06-10,Jeans,Clothing,North,Offline,1,788.01,788.01,UPI,CUST11496
TXN0040880,2025-06-10,T-Shirt,Clothing,West,Offline,2,3445.48,6890.96,UPI,CUST06427
TXN0048537,2025-06-10,Non-stick Pan,Home & Kitchen,West,Offline,2,578.91,1157.82,Net Banking,CUST02582
TXN0041925,2025-06-10,Pen Set,Books & Stationery,South,Online,1,1101.1,1101.1,Credit Card,CUST02396
TXN0001791,2025-06-10,Smartphone,Electronics,West,Offline,1,50954.8,50954.8,UPI,CUST02393
TXN0043327,2025-06-10,Sugar 1kg,Groceries,East,Online,1,734.36,734.36,Credit Card,CUST04521
TXN0040122,2025-06-11,Sweater,Clothing,North,Online,1,3871.82,3871.82,Credit Card,CUST11789
TXN0029588,2025-06-11,Wheat Flour 5kg,Groceries,North,Online,4,307.96,1231.84,Credit Card,CUST05590
TXN0018702,2025-06-11,Running Shoes,Sports & Fitness,South,Online,4,1244.93,4979.72,Credit Card,CUST04784
TXN0030012,2025-06-11,Football,Sports & Fitness,South,Offline,1,1475.86,1475.86,Cash,CUST08111
TXN0005246,2025-06-11,Bluetooth Speaker,Electronics,South,Offline,4,35721.66,142886.64,Cash,CUST03852
TXN0032212,2025-06-11,Smartphone,Electronics,North,Online,1,9134.58,9134.58,UPI,CUST11445
TXN0008492,2025-06-11,Bedsheet Set,Home & Kitchen,South,Offline,2,1040.41,2080.82,UPI,CUST06617
TXN0035129,2025-06-11,Coffee Jar,Groceries,North,Online,1,721.77,721.77,Cash,CUST05733
TXN0022823,2025-06-11,Vacuum Cleaner,Home & Kitchen,West,Online,1,4242.59,4242.59,UPI,CUST04966
TXN0011636,2025-06-11,Tea Powder,Groceries,West,Online,3,414.44,1243.32,Credit Card,CUST11527
TXN0023354,2025-06-11,Dumbbell Set,Sports & Fitness,West,Online,2,2934.04,5868.08,UPI,CUST08343
TXN0047961,2025-06-11,Spices Pack,Groceries,South,Online,1,476.13,476.13,Credit Card,CUST07743
TXN0048780,2025-06-11,Laptop,Electronics,South,Online,1,22753.23,22753.23,UPI,CUST02741
TXN0001029,2025-06-11,Dress,Clothing,West,Offline,1,1180.92,1180.92,Credit Card,CUST00145
TXN0045256,2025-06-11,Sunscreen,Beauty & Personal Care,East,Online,1,976.97,976.97,Credit Card,CUST00677
TXN0023126,2025-06-11,Headphones,Electronics,North,Online,3,28317.65,84952.95,UPI,CUST02692
TXN0043202,2025-06-11,Jacket,Clothing,South,Online,4,1088.59,4354.36,UPI,CUST03245
TXN0027500,2025-06-11,Sneakers,Clothing,West,Offline,1,1037.63,1037.63,Net Banking,CUST03462
TXN0008328,2025-06-11,Power Bank,Electronics,West,Online,3,22514.21,67542.63,Credit Card,CUST01392
